Representative miRNA,Target gene,Representative transcript,Gene name,3P-seq tags + 5,Total sites,8mer sites,7mer-m8 sites,7mer-A1 sites,6mer sites,Cumulative weighted context++ score,Total context++ score,Aggregate PCT,"Previous TargetScan publication(s)
"
hsa-miR-126-5p,NT5C1B,ENST00000600945.1,"5'-nucleotidase, cytosolic IB",567,1,0,0,1,0,-0.08,-0.09,0,0
hsa-miR-126-5p,MYZAP,ENST00000267853.5,myocardial zonula adherens protein,10,1,0,1,0,0,-0.08,-0.08,0,0
hsa-miR-126-5p,ASAH2,ENST00000395526.4,N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2,5,4,2,0,2,5,-0.08,-0.08,0,0
hsa-miR-126-5p,AGAP8,ENST00000602930.1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 8",5,1,1,0,0,0,-0.08,-0.08,0,0
hsa-miR-126-5p,TET2,ENST00000545826.1,tet methylcytosine dioxygenase 2,558,4,1,2,1,0,-0.08,-0.08,0,0
hsa-miR-126-5p,PHF23,ENST00000320316.3,PHD finger protein 23,1775,1,1,0,0,0,-0.08,-0.14,0,0
hsa-miR-126-5p,AGAP7,ENST00000374095.5,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 7",5,1,1,0,0,0,-0.08,-0.08,0,0
hsa-miR-126-5p,MAGEA9B,ENST00000243314.5,"melanoma antigen family A, 9B",5,1,0,1,0,0,-0.08,-0.08,0,0
hsa-miR-126-5p,SPCS2,ENST00000263672.6,signal peptidase complex subunit 2 homolog (S. cerevisiae),28,2,0,1,1,1,-0.08,-0.08,0,0
hsa-miR-126-5p,SCN8A,ENST00000354534.6,"sodium channel, voltage gated, type VIII, alpha subunit",44,4,1,2,1,0,-0.08,-0.08,0,0
hsa-miR-126-5p,TMEM74,ENST00000297459.3,transmembrane protein 74,5,1,0,0,1,0,-0.08,-0.08,0,0
hsa-miR-126-5p,B4GALT1,ENST00000379731.4,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",2265,1,0,0,1,0,-0.08,-0.09,0,0
hsa-miR-126-5p,RASEF,ENST00000376447.3,RAS and EF-hand domain containing,298,4,1,2,1,2,-0.08,-0.08,0,0
hsa-miR-126-5p,CA13,ENST00000321764.3,carbonic anhydrase XIII,42,4,0,4,0,0,-0.08,-0.08,0,0
hsa-miR-126-5p,ZNF492,ENST00000456783.2,zinc finger protein 492,5,1,0,1,0,2,-0.08,-0.08,0,0
hsa-miR-126-5p,OLFML1,ENST00000329293.3,olfactomedin-like 1,5,2,1,0,1,0,-0.08,-0.08,0,0
hsa-miR-126-5p,TRIM49D1,ENST00000530311.2,tripartite motif containing 49D1,5,1,0,0,1,0,-0.08,-0.08,0,0
hsa-miR-126-5p,ZNF354A,ENST00000335815.2,zinc finger protein 354A,5,1,0,1,0,0,-0.08,-0.08,0,0
hsa-miR-126-5p,TGFBI,ENST00000442011.2,"transforming growth factor, beta-induced, 68kDa",6307,1,1,0,0,0,-0.08,-0.09,0,0
hsa-miR-126-5p,NUP153,ENST00000262077.2,nucleoporin 153kDa,231,1,0,1,0,0,-0.08,-0.08,0,0
hsa-miR-126-5p,FAM47E,ENST00000515604.1,Protein FAM47E,503,1,0,0,1,0,-0.08,-0.1,0,0
hsa-miR-126-5p,SLC25A51,ENST00000380590.3,"solute carrier family 25, member 51",170,1,0,0,1,1,-0.08,-0.08,0,0
hsa-miR-126-5p,NT5C1B-RDH14,ENST00000532967.1,NT5C1B-RDH14 readthrough,572,1,0,0,1,0,-0.08,-0.09,0,0
hsa-miR-126-5p,MFSD8,ENST00000296468.3,major facilitator superfamily domain containing 8,260,1,0,0,1,1,-0.08,-0.12,0,0
hsa-miR-126-5p,UBE2H,ENST00000355621.3,ubiquitin-conjugating enzyme E2H,855,2,0,0,2,1,-0.08,-0.08,0,0
hsa-miR-126-5p,DPY19L2,ENST00000324472.4,dpy-19-like 2 (C. elegans),17,2,0,1,1,1,-0.08,-0.29,0,0
hsa-miR-126-5p,ERO1L,ENST00000395686.3,ERO1-like (S. cerevisiae),1333,5,1,2,2,3,-0.08,-0.1,0,0
hsa-miR-126-5p,CERS6,ENST00000305747.6,ceramide synthase 6,1932,5,2,1,2,3,-0.08,-0.1,0,0
hsa-miR-126-5p,ARHGEF38,ENST00000420470.2,Rho guanine nucleotide exchange factor (GEF) 38,5,2,0,0,2,1,-0.08,-0.08,0,0
hsa-miR-126-5p,PEG10,ENST00000482108.1,paternally expressed 10,8778,4,0,2,2,1,-0.08,-0.08,0,0
hsa-miR-126-5p,RAB31,ENST00000578921.1,"RAB31, member RAS oncogene family",726,3,2,1,0,0,-0.08,-0.08,0,0
hsa-miR-126-5p,TMEM236,ENST00000377495.1,transmembrane protein 236,5,3,0,1,2,5,-0.08,-0.08,0,0
hsa-miR-126-5p,PREP,ENST00000369110.3,prolyl endopeptidase,1155,1,0,0,1,0,-0.08,-0.1,0,0
hsa-miR-126-5p,EBAG9,ENST00000337573.5,"estrogen receptor binding site associated, antigen, 9",238,1,0,1,0,2,-0.08,-0.1,0,0
hsa-miR-126-5p,CAV2,ENST00000222693.4,caveolin 2,1191,1,0,0,1,2,-0.08,-0.1,0,0
hsa-miR-126-5p,MOB4,ENST00000233892.4,"MOB family member 4, phocein",123,1,0,0,1,4,-0.08,-0.1,0,0
hsa-miR-126-5p,TTC7B,ENST00000328459.6,tetratricopeptide repeat domain 7B,20,1,1,0,0,1,-0.08,-0.12,0,0
hsa-miR-126-5p,A1CF,ENST00000374001.2,APOBEC1 complementation factor,80,5,0,2,3,4,-0.08,-0.12,0,0
hsa-miR-126-5p,NIPA2,ENST00000337451.3,non imprinted in Prader-Willi/Angelman syndrome 2,1288,2,0,0,2,1,-0.08,-0.47,0,0
hsa-miR-126-5p,SUPT20H,ENST00000360252.4,suppressor of Ty 20 homolog (S. cerevisiae),53,1,0,0,1,0,-0.08,-0.13,0,0
hsa-miR-126-5p,PSMA5,ENST00000271308.4,"proteasome (prosome, macropain) subunit, alpha type, 5",60,2,0,1,1,1,-0.08,-0.18,0,0
hsa-miR-126-5p,MMAA,ENST00000281317.5,methylmalonic aciduria (cobalamin deficiency) cblA type,38,2,1,1,0,3,-0.08,-0.12,0,0
hsa-miR-126-5p,SCEL,ENST00000377246.3,sciellin,5,5,2,3,0,2,-0.08,-0.17,0,0
hsa-miR-126-5p,ZDHHC13,ENST00000446113.2,"zinc finger, DHHC-type containing 13",76,2,1,0,1,0,-0.08,-0.1,0,0
hsa-miR-126-5p,CD226,ENST00000581982.1,CD226 molecule,8,3,0,1,2,3,-0.08,-0.12,0,0
hsa-miR-126-5p,PITPNB,ENST00000335272.5,"phosphatidylinositol transfer protein, beta",80,1,0,1,0,0,-0.08,-0.08,0,0
hsa-miR-126-5p,EYA1,ENST00000388742.4,eyes absent homolog 1 (Drosophila),222,2,0,1,1,2,-0.08,-0.08,0,0
hsa-miR-126-5p,OCLN,ENST00000355237.2,occludin,5,3,1,1,1,3,-0.08,-0.08,0,0
hsa-miR-126-5p,CXCL9,ENST00000264888.5,chemokine (C-X-C motif) ligand 9,5,2,1,1,0,1,-0.08,-0.08,0,0
hsa-miR-126-5p,IRX3,ENST00000329734.3,iroquois homeobox 3,375,1,0,1,0,0,-0.08,-0.08,0,0
hsa-miR-126-5p,RAB6C,ENST00000410061.2,"RAB6C, member RAS oncogene family",5,1,0,0,1,0,-0.08,-0.08,0,0
hsa-miR-126-5p,HOXA7,ENST00000242159.3,homeobox A7,27,1,0,0,1,0,-0.08,-0.08,0,0
hsa-miR-126-5p,GRM7,ENST00000486284.1,"glutamate receptor, metabotropic 7",5,1,0,1,0,1,-0.08,-0.08,0,0
hsa-miR-126-5p,FBXO48,ENST00000377957.3,F-box protein 48,13,1,0,0,1,2,-0.08,-0.08,0,0
hsa-miR-126-5p,GUCY1A3,ENST00000296518.7,"guanylate cyclase 1, soluble, alpha 3",42,3,1,0,2,3,-0.08,-0.14,0,0
hsa-miR-126-5p,ZNF254,ENST00000357002.4,zinc finger protein 254,69,4,0,1,3,2,-0.08,-0.09,0,0
hsa-miR-126-5p,C2orf69,ENST00000319974.5,chromosome 2 open reading frame 69,82,3,0,3,0,3,-0.08,-0.08,0,0
hsa-miR-126-5p,CEACAM8,ENST00000244336.5,carcinoembryonic antigen-related cell adhesion molecule 8,5,1,0,0,1,0,-0.08,-0.08,0,0
hsa-miR-126-5p,COG6,ENST00000455146.3,component of oligomeric golgi complex 6,122,3,0,2,1,3,-0.08,-0.11,0,0
hsa-miR-126-5p,RIMKLB,ENST00000357529.3,ribosomal modification protein rimK-like family member B,164,2,0,0,2,0,-0.08,-0.11,0,0
hsa-miR-126-5p,TMEM261,ENST00000358227.4,transmembrane protein 261,61,2,0,1,1,0,-0.08,-0.14,0,0
hsa-miR-126-5p,SAR1B,ENST00000402673.2,SAR1 homolog B (S. cerevisiae),1404,1,0,1,0,1,-0.08,-0.08,0,0
hsa-miR-126-5p,PDDC1,ENST00000319863.8,Parkinson disease 7 domain containing 1,529,2,0,1,1,0,-0.08,-0.09,0,0
hsa-miR-126-5p,PTPN4,ENST00000263708.2,"protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)",215,4,1,3,0,6,-0.08,-0.11,0,0
hsa-miR-126-5p,VWDE,ENST00000275358.3,von Willebrand factor D and EGF domains,9,5,0,4,1,2,-0.08,-0.19,0,0
hsa-miR-126-5p,NFE2L2,ENST00000397063.4,"nuclear factor, erythroid 2-like 2",1964,1,0,0,1,0,-0.08,-0.08,0,0
hsa-miR-126-5p,ANKAR,ENST00000438402.2,ankyrin and armadillo repeat containing,5,1,0,0,1,1,-0.08,-0.08,0,0
hsa-miR-126-5p,TPD52L3,ENST00000344545.5,tumor protein D52-like 3,5,1,0,1,0,0,-0.08,-0.08,0,0
hsa-miR-126-5p,RECK,ENST00000377966.3,reversion-inducing-cysteine-rich protein with kazal motifs,10,1,0,0,1,2,-0.08,-0.08,0,0
hsa-miR-126-5p,HTATSF1,ENST00000218364.4,HIV-1 Tat specific factor 1,4115,1,0,0,1,0,-0.08,-0.08,0,0
hsa-miR-126-5p,TMEM86A,ENST00000280734.2,transmembrane protein 86A,5,2,0,0,2,1,-0.08,-0.08,0,0
hsa-miR-126-5p,GABRA1,ENST00000428797.2,"gamma-aminobutyric acid (GABA) A receptor, alpha 1",5,2,0,0,2,1,-0.08,-0.08,0,0
hsa-miR-126-5p,PPP3CA,ENST00000512215.1,"protein phosphatase 3, catalytic subunit, alpha isozyme",259,1,0,0,1,1,-0.08,-0.12,0,0
hsa-miR-126-5p,HPGD,ENST00000296522.6,hydroxyprostaglandin dehydrogenase 15-(NAD),140,1,0,1,0,1,-0.08,-0.12,0,0
hsa-miR-126-5p,QKI,ENST00000392127.2,"QKI, KH domain containing, RNA binding",323,4,1,1,2,8,-0.08,-0.18,0,0
hsa-miR-126-5p,FAM13B,ENST00000033079.3,"family with sequence similarity 13, member B",220,2,0,0,2,0,-0.08,-0.09,0,0
hsa-miR-126-5p,MDH1B,ENST00000374412.3,"malate dehydrogenase 1B, NAD (soluble)",20,1,0,1,0,1,-0.08,-0.09,0,0
hsa-miR-126-5p,YIPF4,ENST00000238831.4,"Yip1 domain family, member 4",3482,11,3,5,3,5,-0.08,-0.27,0,0
hsa-miR-126-5p,VIL1,ENST00000248444.5,villin 1,390,3,0,2,1,4,-0.08,-0.17,0,0
hsa-miR-126-5p,LRRC58,ENST00000295628.3,leucine rich repeat containing 58,940,2,0,1,1,2,-0.08,-0.08,0,0
hsa-miR-126-5p,REV3L,ENST00000368802.3,"REV3-like, polymerase (DNA directed), zeta, catalytic subunit",9,2,0,1,1,1,-0.08,-0.14,0,0
hsa-miR-126-5p,SPATA5,ENST00000274008.4,spermatogenesis associated 5,168,2,0,0,2,2,-0.08,-0.09,0,0
hsa-miR-126-5p,RAP2A,ENST00000245304.4,"RAP2A, member of RAS oncogene family",721,1,0,0,1,3,-0.08,-0.15,0,0
hsa-miR-126-5p,TMEM200B,ENST00000521452.1,transmembrane protein 200B,152,1,0,0,1,0,-0.08,-0.08,0,0
hsa-miR-126-5p,ZNF354C,ENST00000315475.6,zinc finger protein 354C,482,4,0,2,2,1,-0.08,-0.08,0,0
hsa-miR-126-5p,DIS3,ENST00000377767.4,DIS3 mitotic control homolog (S. cerevisiae),140,1,0,1,0,1,-0.08,-0.08,0,0
hsa-miR-126-5p,SERPINA10,ENST00000554723.1,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10",7,1,0,0,1,0,-0.08,-0.08,0,0
hsa-miR-126-5p,PXDC1,ENST00000380283.4,PX domain containing 1,1727,1,0,0,1,0,-0.08,-0.08,0,0
hsa-miR-126-5p,CHST11,ENST00000549260.1,carbohydrate (chondroitin 4) sulfotransferase 11,686,3,3,0,0,2,-0.08,-0.09,0,0
hsa-miR-126-5p,KLHL32,ENST00000369261.4,kelch-like family member 32,11,3,1,2,0,1,-0.08,-0.08,0,0
hsa-miR-126-5p,PBX1,ENST00000367897.1,pre-B-cell leukemia homeobox 1,18,1,0,0,1,2,-0.08,-0.1,0,0
hsa-miR-126-5p,LPAR1,ENST00000374431.3,lysophosphatidic acid receptor 1,2111,1,0,0,1,0,-0.08,-0.08,0,0
hsa-miR-126-5p,PIGK,ENST00000370812.3,"phosphatidylinositol glycan anchor biosynthesis, class K",1203,2,0,1,1,3,-0.08,-0.08,0,0
hsa-miR-126-5p,TMEM26,ENST00000399298.3,transmembrane protein 26,10,4,0,3,1,1,-0.08,-0.11,0,0
hsa-miR-126-5p,SMIM14,ENST00000295958.5,small integral membrane protein 14,601,3,0,1,2,3,-0.08,-0.09,0,0
hsa-miR-126-5p,LRIG3,ENST00000379141.4,leucine-rich repeats and immunoglobulin-like domains 3,366,3,0,2,1,2,-0.08,-0.11,0,0
hsa-miR-126-5p,APPBP2,ENST00000083182.3,amyloid beta precursor protein (cytoplasmic tail) binding protein 2,907,5,1,2,2,4,-0.08,-0.1,0,0
hsa-miR-126-5p,MAK,ENST00000313243.2,male germ cell-associated kinase,7,2,0,0,2,0,-0.08,-0.11,0,0
hsa-miR-126-5p,CHCHD1,ENST00000372837.3,coiled-coil-helix-coiled-coil-helix domain containing 1,97,1,0,0,1,1,-0.08,-0.1,0,0
hsa-miR-126-5p,KDM6A,ENST00000377967.4,lysine (K)-specific demethylase 6A,991,1,0,0,1,0,-0.07,-0.07,0,0
hsa-miR-126-5p,GOLGA8H,ENST00000566740.1,"golgin A8 family, member H",2,3,0,1,2,3,-0.07,-0.07,0,0
hsa-miR-126-5p,LCP2,ENST00000046794.5,lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa),5,2,0,2,0,1,-0.07,-0.07,0,0
hsa-miR-126-5p,POU5F1B,ENST00000465342.2,POU class 5 homeobox 1B,5,3,0,3,0,2,-0.07,-0.07,0,0
hsa-miR-126-5p,ZC3H12B,ENST00000338957.4,zinc finger CCCH-type containing 12B,29,2,1,1,0,2,-0.07,-0.07,0,0
hsa-miR-126-5p,CTAGE9,ENST00000314099.8,"CTAGE family, member 9",5,1,0,0,1,2,-0.07,-0.07,0,0
hsa-miR-126-5p,E2F7,ENST00000416496.2,E2F transcription factor 7,308,2,0,2,0,2,-0.07,-0.08,0,0
hsa-miR-126-5p,POFUT1,ENST00000375749.3,protein O-fucosyltransferase 1,647,4,1,2,1,0,-0.07,-0.19,0,0
hsa-miR-126-5p,GNB5,ENST00000261837.7,"guanine nucleotide binding protein (G protein), beta 5",513,2,0,1,1,0,-0.07,-0.11,0,0
hsa-miR-126-5p,TVP23B,ENST00000307767.8,trans-golgi network vesicle protein 23 homolog B (S. cerevisiae),5,2,0,1,1,1,-0.07,-0.16,0,0
hsa-miR-126-5p,MCUR1,ENST00000379170.4,mitochondrial calcium uniporter regulator 1,129,1,0,1,0,1,-0.07,-0.07,0,0
hsa-miR-126-5p,CCDC50,ENST00000392455.3,coiled-coil domain containing 50,961,3,0,1,2,4,-0.07,-0.08,0,0
hsa-miR-126-5p,GOLGA6D,ENST00000434739.3,"golgin A6 family, member D",0,2,0,0,2,1,-0.07,-0.07,0,0
hsa-miR-126-5p,SPRY4,ENST00000344120.4,sprouty homolog 4 (Drosophila),110,1,1,0,0,1,-0.07,-0.07,0,0
hsa-miR-126-5p,PTPN21,ENST00000328736.3,"protein tyrosine phosphatase, non-receptor type 21",104,4,1,3,0,0,-0.07,-0.09,0,0
hsa-miR-126-5p,FNTB,ENST00000246166.2,"farnesyltransferase, CAAX box, beta",13,1,0,0,1,0,-0.07,-0.15,0,0
hsa-miR-126-5p,C8orf44-SGK3,ENST00000519289.1,C8orf44-SGK3 readthrough,56,2,1,0,1,0,-0.07,-0.12,0,0
hsa-miR-126-5p,CDC7,ENST00000234626.6,cell division cycle 7,416,2,0,1,1,2,-0.07,-0.08,0,0
hsa-miR-126-5p,TMTC3,ENST00000266712.6,transmembrane and tetratricopeptide repeat containing 3,406,3,0,2,1,3,-0.07,-0.15,0,0
hsa-miR-126-5p,ARHGAP28,ENST00000419673.2,Rho GTPase activating protein 28,31,2,1,0,1,2,-0.07,-0.1,0,0
hsa-miR-126-5p,RFESD,ENST00000513950.2,Rieske (Fe-S) domain containing,15,2,1,0,1,2,-0.07,-0.24,0,0
hsa-miR-126-5p,NANP,ENST00000304788.3,N-acetylneuraminic acid phosphatase,78,2,0,1,1,2,-0.07,-0.09,0,0
hsa-miR-126-5p,TMEM245,ENST00000374586.3,transmembrane protein 245,1320,4,0,2,2,0,-0.07,-0.08,0,0
hsa-miR-126-5p,S100Z,ENST00000317593.4,S100 calcium binding protein Z,20,1,1,0,0,1,-0.07,-0.27,0,0
hsa-miR-126-5p,UBXN2A,ENST00000309033.4,UBX domain protein 2A,45,3,1,0,2,7,-0.07,-0.1,0,0
hsa-miR-126-5p,GOLGA6L9,ENST00000358583.3,"Homo sapiens golgin subfamily A member 6-like protein 9-like (LOC101927658), mRNA.",5,1,0,0,1,2,-0.07,-0.07,0,0
hsa-miR-126-5p,AGAP4,ENST00000448048.2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 4",5,1,1,0,0,0,-0.07,-0.07,0,0
hsa-miR-126-5p,TNFAIP2,ENST00000560869.1,"tumor necrosis factor, alpha-induced protein 2",442,1,1,0,0,0,-0.07,-0.07,0,0
hsa-miR-126-5p,SLC24A2,ENST00000341998.2,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2",5,4,0,1,3,2,-0.07,-0.07,0,0
hsa-miR-126-5p,TMEM183A,ENST00000367242.3,transmembrane protein 183A,241,1,0,1,0,1,-0.07,-0.09,0,0
hsa-miR-126-5p,CHURC1-FNTB,ENST00000549987.1,CHURC1-FNTB readthrough,13,1,0,0,1,0,-0.07,-0.15,0,0
hsa-miR-126-5p,CT62,ENST00000566432.1,cancer/testis antigen 62,5,1,0,0,1,0,-0.07,-0.07,0,0
hsa-miR-126-5p,SOS2,ENST00000216373.5,son of sevenless homolog 2 (Drosophila),70,1,0,0,1,1,-0.07,-0.07,0,0
hsa-miR-126-5p,NR2F6,ENST00000291442.3,"nuclear receptor subfamily 2, group F, member 6",814,1,0,0,1,0,-0.07,-0.07,0,0
hsa-miR-126-5p,SOCS6,ENST00000397942.3,suppressor of cytokine signaling 6,140,4,2,1,1,3,-0.07,-0.09,0,0
hsa-miR-126-5p,TMEM27,ENST00000380342.3,transmembrane protein 27,21,1,0,1,0,0,-0.07,-0.1,0,0
hsa-miR-126-5p,NCK1,ENST00000469404.1,NCK adaptor protein 1,415,2,0,0,2,1,-0.07,-0.11,0,0
hsa-miR-126-5p,C5orf24,ENST00000394976.3,chromosome 5 open reading frame 24,2668,1,0,1,0,5,-0.07,-0.08,0,0
hsa-miR-126-5p,ERRFI1,ENST00000377482.5,ERBB receptor feedback inhibitor 1,3807,1,0,0,1,1,-0.07,-0.07,0,0
hsa-miR-126-5p,C11orf45,ENST00000310799.3,chromosome 11 open reading frame 45,14,2,0,1,1,1,-0.07,-0.21,0,0
hsa-miR-126-5p,C12orf60,ENST00000330828.2,chromosome 12 open reading frame 60,11,2,0,0,2,1,-0.07,-0.09,0,0
hsa-miR-126-5p,RB1CC1,ENST00000025008.5,RB1-inducible coiled-coil 1,621,2,0,0,2,2,-0.07,-0.11,0,0
hsa-miR-126-5p,LIN54,ENST00000395282.2,lin-54 homolog (C. elegans),228,2,0,0,2,2,-0.07,-0.09,0,0
hsa-miR-126-5p,TRIM6,ENST00000278302.5,tripartite motif containing 6,302,1,0,0,1,1,-0.07,-0.08,0,0
hsa-miR-126-5p,C20orf196,ENST00000303142.6,chromosome 20 open reading frame 196,18,1,0,0,1,2,-0.07,-0.1,0,0
hsa-miR-126-5p,HOXD4,ENST00000306324.3,homeobox D4,214,2,0,1,1,0,-0.07,-0.09,0,0
hsa-miR-126-5p,ACTR3,ENST00000263238.2,ARP3 actin-related protein 3 homolog (yeast),816,2,0,1,1,3,-0.07,-0.1,0,0
hsa-miR-126-5p,SYNJ2BP,ENST00000256366.4,synaptojanin 2 binding protein,329,3,1,1,1,2,-0.07,-0.16,0,0
hsa-miR-126-5p,RAB9A,ENST00000464506.1,"RAB9A, member RAS oncogene family",742,1,0,1,0,2,-0.07,-0.17,0,0
hsa-miR-126-5p,ZNF583,ENST00000333201.9,zinc finger protein 583,24,2,0,1,1,2,-0.07,-0.1,0,0
hsa-miR-126-5p,VN1R1,ENST00000321039.3,vomeronasal 1 receptor 1,12,2,0,1,1,1,-0.07,-0.12,0,0
hsa-miR-126-5p,LSAMP,ENST00000490035.2,limbic system-associated membrane protein,19,4,1,1,2,3,-0.07,-0.14,0,0
hsa-miR-126-5p,ZBTB6,ENST00000373659.3,zinc finger and BTB domain containing 6,55,4,0,2,2,0,-0.07,-0.13,0,0
hsa-miR-126-5p,SLC17A5,ENST00000355773.5,"solute carrier family 17 (acidic sugar transporter), member 5",166,2,0,0,2,0,-0.07,-0.08,0,0
hsa-miR-126-5p,MMP16,ENST00000286614.6,matrix metallopeptidase 16 (membrane-inserted),12,3,1,2,0,4,-0.07,-0.09,0,0
hsa-miR-126-5p,SLC6A1,ENST00000287766.4,"solute carrier family 6 (neurotransmitter transporter), member 1",5,1,0,0,1,0,-0.07,-0.07,0,0
hsa-miR-126-5p,TRAF3IP2,ENST00000368761.5,TRAF3 interacting protein 2,44,1,0,0,1,0,-0.07,-0.07,0,0
hsa-miR-126-5p,SLC36A2,ENST00000335244.4,"solute carrier family 36 (proton/amino acid symporter), member 2",5,1,0,0,1,0,-0.07,-0.07,0,0
hsa-miR-126-5p,C9orf72,ENST00000380003.3,chromosome 9 open reading frame 72,25,1,1,0,0,0,-0.07,-0.07,0,0
hsa-miR-126-5p,NMNAT2,ENST00000294868.4,nicotinamide nucleotide adenylyltransferase 2,18,2,0,0,2,2,-0.07,-0.07,0,0
hsa-miR-126-5p,LRRC15,ENST00000347624.3,leucine rich repeat containing 15,12,1,0,0,1,0,-0.07,-0.07,0,0
hsa-miR-126-5p,PIGG,ENST00000296306.7,"phosphatidylinositol glycan anchor biosynthesis, class G",487,2,0,0,2,0,-0.07,-0.14,0,0
hsa-miR-126-5p,CAMK4,ENST00000282356.4,calcium/calmodulin-dependent protein kinase IV,73,7,1,0,6,4,-0.07,-0.09,0,0
hsa-miR-126-5p,SHOX2,ENST00000490689.2,short stature homeobox 2,66,1,0,0,1,1,-0.07,-0.08,0,0
hsa-miR-126-5p,EYA4,ENST00000367895.5,eyes absent homolog 4 (Drosophila),242,4,1,1,2,3,-0.07,-0.08,0,0
hsa-miR-126-5p,UBR2,ENST00000372883.3,ubiquitin protein ligase E3 component n-recognin 2,728,3,0,1,2,0,-0.07,-0.13,0,0
hsa-miR-126-5p,TTPA,ENST00000260116.4,tocopherol (alpha) transfer protein,5,2,0,0,2,2,-0.07,-0.18,0,0
hsa-miR-126-5p,MRS2,ENST00000274747.7,MRS2 magnesium transporter,826,2,1,0,1,4,-0.07,-0.35,0,0
hsa-miR-126-5p,SPICE1,ENST00000295872.4,spindle and centriole associated protein 1,160,3,1,2,0,1,-0.07,-0.12,0,0
hsa-miR-126-5p,SERPINA5,ENST00000329597.7,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5",7834,1,0,0,1,0,-0.07,-0.07,0,0
hsa-miR-126-5p,RELT,ENST00000064780.2,RELT tumor necrosis factor receptor,412,1,0,0,1,0,-0.07,-0.07,0,0
hsa-miR-126-5p,DSG3,ENST00000257189.4,desmoglein 3,5,3,0,2,1,1,-0.07,-0.07,0,0
hsa-miR-126-5p,KLK7,ENST00000391807.1,kallikrein-related peptidase 7,5,1,0,0,1,0,-0.07,-0.07,0,0
hsa-miR-126-5p,FABP2,ENST00000274024.3,"fatty acid binding protein 2, intestinal",5,2,0,0,2,2,-0.07,-0.07,0,0
hsa-miR-126-5p,NAALAD2,ENST00000534061.1,N-acetylated alpha-linked acidic dipeptidase 2,5,3,0,2,1,3,-0.07,-0.08,0,0
hsa-miR-126-5p,TLR5,ENST00000540964.1,toll-like receptor 5,5,2,0,0,2,0,-0.07,-0.07,0,0
hsa-miR-126-5p,BCO2,ENST00000357685.5,beta-carotene oxygenase 2,5,1,1,0,0,1,-0.07,-0.07,0,0
hsa-miR-126-5p,SEC23A,ENST00000537403.1,Sec23 homolog A (S. cerevisiae),413,1,0,0,1,0,-0.07,-0.07,0,0
hsa-miR-126-5p,NUP160,ENST00000378460.2,nucleoporin 160kDa,997,2,0,1,1,1,-0.07,-0.07,0,0
hsa-miR-126-5p,ZNF558,ENST00000601372.1,zinc finger protein 558,24,1,1,0,0,0,-0.07,-0.1,0,0
hsa-miR-126-5p,KAL1,ENST00000262648.3,Kallmann syndrome 1 sequence,11,1,0,0,1,1,-0.07,-0.12,0,0
hsa-miR-126-5p,RRAGD,ENST00000369415.4,Ras-related GTP binding D,644,2,0,0,2,9,-0.07,-0.59,0,0
hsa-miR-126-5p,NPR2,ENST00000342694.2,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),9,1,0,0,1,0,-0.07,-0.13,0,0
hsa-miR-126-5p,CYP1B1,ENST00000260630.3,"cytochrome P450, family 1, subfamily B, polypeptide 1",111,2,0,0,2,2,-0.07,-0.1,0,0
hsa-miR-126-5p,SUSD5,ENST00000309558.3,sushi domain containing 5,23,1,0,1,0,2,-0.07,-0.07,0,0
hsa-miR-126-5p,GPR63,ENST00000229955.3,G protein-coupled receptor 63,5,1,0,0,1,0,-0.07,-0.07,0,0
hsa-miR-126-5p,RRAGC,ENST00000373001.3,Ras-related GTP binding C,1062,1,0,0,1,1,-0.07,-0.07,0,0
hsa-miR-126-5p,XAF1,ENST00000361842.3,XIAP associated factor 1,5,1,0,0,1,2,-0.07,-0.07,0,0
hsa-miR-126-5p,GPR12,ENST00000405846.3,G protein-coupled receptor 12,5,2,0,0,2,3,-0.07,-0.07,0,0
hsa-miR-126-5p,FZD6,ENST00000358755.4,frizzled family receptor 6,161,2,1,0,1,0,-0.07,-0.07,0,0
hsa-miR-126-5p,NWD1,ENST00000524140.2,NACHT and WD repeat domain containing 1,5,3,1,2,0,1,-0.07,-0.07,0,0
hsa-miR-126-5p,TMEM67,ENST00000453321.3,transmembrane protein 67,219,3,1,0,2,0,-0.07,-0.21,0,0
hsa-miR-126-5p,TSSK1B,ENST00000390666.3,testis-specific serine kinase 1B,5,1,0,0,1,0,-0.07,-0.07,0,0
hsa-miR-126-5p,CLEC3A,ENST00000299642.4,"C-type lectin domain family 3, member A",5,2,0,0,2,0,-0.07,-0.07,0,0
hsa-miR-126-5p,AP3B2,ENST00000542200.1,"adaptor-related protein complex 3, beta 2 subunit",15,1,0,0,1,0,-0.07,-0.07,0,0
